# Wed Nov 22 12:04:27 2017
#simulation with:
#SEED 1
#N_AGENTS 203
#N_USERS 200
#N_SOURCES 3
#P_a 0.025
#P_s 0.25
#dim 3
#time 100
#memorySize 1
source,timec,news,ag1,ag2,time,type
2,1,f87b065cead1c6e9,2,2,1,c
0,1,2c020f152f3984d6,0,0,1,c
1,1,bf637fc7b15d21cc,1,1,1,c
1,1,bf637fc7b15d21cc,1,64,2,p
0,1,2c020f152f3984d6,0,48,2,p
1,1,bf637fc7b15d21cc,1,11,2,p
0,1,2c020f152f3984d6,48,108,2,p
2,1,f87b065cead1c6e9,2,154,2,p
2,1,f87b065cead1c6e9,2,202,2,p
1,1,bf637fc7b15d21cc,1,165,2,p
0,1,2c020f152f3984d6,0,121,2,p
1,1,bf637fc7b15d21cc,165,190,2,p
0,1,2c020f152f3984d6,0,127,2,p
1,1,bf637fc7b15d21cc,1,132,2,p
1,1,bf637fc7b15d21cc,1,104,2,p
1,1,bf637fc7b15d21cc,132,187,2,p
0,1,2c020f152f3984d6,127,96,2,p
1,1,bf637fc7b15d21cc,11,114,2,p
2,1,f87b065cead1c6e9,2,167,2,p
2,1,f87b065cead1c6e9,154,51,2,a
1,1,bf637fc7b15d21cc,190,145,2,a
0,1,2c020f152f3984d6,121,32,2,a
1,1,bf637fc7b15d21cc,187,35,2,a
0,1,2c020f152f3984d6,96,127,2,a
1,1,bf637fc7b15d21cc,64,146,2,a
1,1,bf637fc7b15d21cc,104,171,2,a
0,1,2c020f152f3984d6,48,156,2,a
1,1,bf637fc7b15d21cc,114,164,2,a
1,1,bf637fc7b15d21cc,11,195,2,a
0,1,2c020f152f3984d6,127,139,2,a
2,1,f87b065cead1c6e9,167,54,2,a
2,1,f87b065cead1c6e9,202,88,2,a
1,1,bf637fc7b15d21cc,132,156,2,a
0,1,2c020f152f3984d6,108,82,2,a
1,1,bf637fc7b15d21cc,165,117,2,a
1,1,bf637fc7b15d21cc,146,64,3,p
1,1,bf637fc7b15d21cc,171,104,3,p
1,1,bf637fc7b15d21cc,117,132,3,p
1,1,bf637fc7b15d21cc,35,89,3,p
0,1,2c020f152f3984d6,48,108,3,p
2,1,f87b065cead1c6e9,54,167,3,p
2,1,f87b065cead1c6e9,88,137,3,p
0,1,2c020f152f3984d6,32,121,3,p
1,1,bf637fc7b15d21cc,114,190,3,p
0,1,2c020f152f3984d6,82,187,3,p
1,1,bf637fc7b15d21cc,117,165,3,p
1,1,bf637fc7b15d21cc,164,144,3,p
0,1,2c020f152f3984d6,82,154,3,p
1,1,bf637fc7b15d21cc,114,11,3,p
