# Wed Nov 22 11:45:14 2017
#simulation with:
#SEED 1
#N_AGENTS 203
#N_USERS 200
#N_SOURCES 3
#P_a 0.025
#P_s 0.25
#dim 3
#time 100
#memorySize 1
source,timec,news,ag1,ag2,time,type
0,1,e37b030866447ab0,0,0,1,c
2,1,8856defa892c8fb8,2,2,1,c
1,1,581e8b782183ea3b,1,1,1,c
1,1,581e8b782183ea3b,1,130,2,p
2,1,8856defa892c8fb8,2,29,2,p
2,1,8856defa892c8fb8,2,140,2,p
2,1,8856defa892c8fb8,2,62,2,p
2,1,8856defa892c8fb8,62,85,2,p
2,1,8856defa892c8fb8,2,202,2,p
0,1,e37b030866447ab0,0,145,2,p
2,1,8856defa892c8fb8,140,173,2,p
2,1,8856defa892c8fb8,62,13,2,a
0,1,e37b030866447ab0,145,31,2,a
2,1,8856defa892c8fb8,29,43,2,a
2,1,8856defa892c8fb8,173,140,2,a
2,1,8856defa892c8fb8,140,23,2,a
2,1,8856defa892c8fb8,202,74,2,a
2,1,8856defa892c8fb8,85,73,2,a
1,1,581e8b782183ea3b,130,171,2,a
2,1,8856defa892c8fb8,13,62,3,p
2,1,8856defa892c8fb8,62,85,3,p
2,1,8856defa892c8fb8,73,108,3,p
2,1,8856defa892c8fb8,43,29,3,p
2,1,8856defa892c8fb8,140,173,3,p
2,1,8856defa892c8fb8,23,140,3,p
2,1,8856defa892c8fb8,23,126,3,p
2,1,8856defa892c8fb8,43,80,3,p
2,1,8856defa892c8fb8,85,189,3,p
0,1,e37b030866447ab0,31,145,3,p
2,1,8856defa892c8fb8,74,202,3,p
2,1,8856defa892c8fb8,108,106,3,p
1,1,581e8b782183ea3b,171,130,3,p
2,1,8856defa892c8fb8,202,74,3,a
2,1,8856defa892c8fb8,126,23,3,a
2,1,8856defa892c8fb8,80,5,3,a
2,1,8856defa892c8fb8,173,140,3,a
2,1,8856defa892c8fb8,85,73,3,a
2,1,8856defa892c8fb8,23,140,3,a
2,1,8856defa892c8fb8,140,23,3,a
1,1,581e8b782183ea3b,130,171,3,a
2,1,8856defa892c8fb8,62,13,3,a
2,1,8856defa892c8fb8,29,43,3,a
2,1,8856defa892c8fb8,5,194,4,p
2,1,8856defa892c8fb8,126,23,4,p
2,1,8856defa892c8fb8,62,85,4,p
0,1,e37b030866447ab0,31,153,4,p
2,1,8856defa892c8fb8,108,117,4,p
2,1,8856defa892c8fb8,23,126,4,p
1,1,581e8b782183ea3b,171,46,4,p
2,1,8856defa892c8fb8,2,101,4,p
2,1,8856defa892c8fb8,74,70,4,p
1,1,581e8b782183ea3b,1,111,4,p
2,1,8856defa892c8fb8,23,140,4,p
2,1,8856defa892c8fb8,43,29,4,p
1,1,581e8b782183ea3b,111,201,4,p
1,1,581e8b782183ea3b,1,186,4,p
2,1,8856defa892c8fb8,74,202,4,p
0,1,e37b030866447ab0,0,152,4,p
0,1,e37b030866447ab0,0,89,4,p
2,1,8856defa892c8fb8,74,91,4,p
0,1,e37b030866447ab0,0,56,4,p
2,1,8856defa892c8fb8,91,4,4,p
2,1,8856defa892c8fb8,13,51,4,p
1,1,581e8b782183ea3b,171,130,4,p
2,1,8856defa892c8fb8,4,156,4,p
2,1,8856defa892c8fb8,85,45,4,p
2,1,8856defa892c8fb8,13,118,4,p
0,1,e37b030866447ab0,0,72,4,p
2,1,8856defa892c8fb8,140,173,4,p
1,1,581e8b782183ea3b,1,17,4,p
2,1,8856defa892c8fb8,4,159,4,p
0,1,e37b030866447ab0,31,13,4,p
