# Wed Nov 22 12:08:51 2017
#simulation with:
#SEED 1
#N_AGENTS 203
#N_USERS 200
#N_SOURCES 3
#P_a 0.025
#P_s 0.25
#dim 3
#time 100
#memorySize 1
source,timec,news,ag1,ag2,time,type
1,1,47ae611aba115f5f,1,1,1,c
2,1,b6379965afb460a2,2,2,1,c
0,1,39a868e6798261a9,0,0,1,c
0,1,39a868e6798261a9,0,125,2,p
0,1,39a868e6798261a9,0,162,2,p
1,1,47ae611aba115f5f,1,173,2,p
1,1,47ae611aba115f5f,1,47,2,p
2,1,b6379965afb460a2,2,50,2,p
2,1,b6379965afb460a2,2,192,2,p
0,1,39a868e6798261a9,0,139,2,p
0,1,39a868e6798261a9,139,166,2,p
0,1,39a868e6798261a9,0,42,2,p
0,1,39a868e6798261a9,0,165,2,p
1,1,47ae611aba115f5f,47,77,2,a
0,1,39a868e6798261a9,42,184,2,a
1,1,47ae611aba115f5f,173,106,2,a
0,1,39a868e6798261a9,162,117,2,a
2,1,b6379965afb460a2,50,95,2,a
0,1,39a868e6798261a9,165,181,2,a
0,1,39a868e6798261a9,125,136,2,a
0,1,39a868e6798261a9,139,43,2,a
0,1,39a868e6798261a9,181,59,2,a
2,1,b6379965afb460a2,192,87,2,a
0,1,39a868e6798261a9,59,181,2,a
0,1,39a868e6798261a9,166,174,2,a
2,1,b6379965afb460a2,87,192,3,p
0,1,39a868e6798261a9,181,165,3,p
0,1,39a868e6798261a9,117,42,3,p
2,1,b6379965afb460a2,101,47,3,p
1,1,47ae611aba115f5f,77,194,3,p
1,1,47ae611aba115f5f,173,84,3,p
0,1,39a868e6798261a9,117,162,3,p
0,1,39a868e6798261a9,136,125,3,p
0,1,39a868e6798261a9,139,166,3,p
1,1,47ae611aba115f5f,84,173,3,p
0,1,39a868e6798261a9,43,139,3,p
0,1,39a868e6798261a9,181,59,3,p
2,1,b6379965afb460a2,101,50,3,p
0,1,39a868e6798261a9,59,181,3,p
0,1,39a868e6798261a9,139,43,3,a
1,1,47ae611aba115f5f,84,15,3,a
0,1,39a868e6798261a9,59,181,3,a
0,1,39a868e6798261a9,165,181,3,a
0,1,39a868e6798261a9,42,184,3,a
2,1,b6379965afb460a2,50,95,3,a
0,1,39a868e6798261a9,166,174,3,a
0,1,39a868e6798261a9,181,59,3,a
1,1,47ae611aba115f5f,1,60,4,p
2,1,b6379965afb460a2,87,176,4,p
1,1,47ae611aba115f5f,1,82,4,p
2,1,b6379965afb460a2,2,190,4,p
1,1,47ae611aba115f5f,173,106,4,p
2,1,b6379965afb460a2,2,157,4,p
2,1,b6379965afb460a2,176,93,4,p
0,1,39a868e6798261a9,162,179,4,p
0,1,39a868e6798261a9,181,59,4,p
0,1,39a868e6798261a9,117,68,4,p
2,1,b6379965afb460a2,2,202,4,p
2,1,b6379965afb460a2,176,87,4,p
0,1,39a868e6798261a9,181,165,4,p
2,1,b6379965afb460a2,157,6,4,p
2,1,b6379965afb460a2,47,69,4,p
2,1,b6379965afb460a2,50,95,4,p
1,1,47ae611aba115f5f,1,144,4,p
0,1,39a868e6798261a9,0,195,4,p
0,1,39a868e6798261a9,166,174,4,p
0,1,39a868e6798261a9,184,85,4,p
0,1,39a868e6798261a9,42,180,4,p
1,1,47ae611aba115f5f,84,191,4,p
0,1,39a868e6798261a9,117,124,4,p
0,1,39a868e6798261a9,162,38,4,p
0,1,39a868e6798261a9,0,177,4,p
1,1,47ae611aba115f5f,15,84,4,p
1,1,47ae611aba115f5f,144,128,4,p
0,1,39a868e6798261a9,181,15,4,p
0,1,39a868e6798261a9,117,42,4,p
0,1,39a868e6798261a9,179,70,4,p
0,1,39a868e6798261a9,117,40,4,p
0,1,39a868e6798261a9,125,156,4,p
0,1,39a868e6798261a9,0,61,4,p
0,1,39a868e6798261a9,0,83,4,p
2,1,b6379965afb460a2,157,53,4,p
0,1,39a868e6798261a9,43,139,4,p
0,1,39a868e6798261a9,124,166,4,p
0,1,39a868e6798261a9,166,133,4,p
1,1,47ae611aba115f5f,82,186,4,p
0,1,39a868e6798261a9,195,100,4,p
0,1,39a868e6798261a9,15,181,4,p
2,1,b6379965afb460a2,47,96,4,p
2,1,b6379965afb460a2,95,50,4,p
2,1,b6379965afb460a2,53,99,4,p
0,1,39a868e6798261a9,70,179,4,a
2,1,b6379965afb460a2,96,88,4,a
0,1,39a868e6798261a9,177,153,4,a
2,1,b6379965afb460a2,101,185,4,a
2,1,b6379965afb460a2,190,123,4,a
0,1,39a868e6798261a9,139,43,4,a
0,1,39a868e6798261a9,156,3,4,a
0,1,39a868e6798261a9,179,70,4,a
0,1,39a868e6798261a9,180,155,4,a
1,1,47ae611aba115f5f,84,15,4,a
0,1,39a868e6798261a9,68,104,4,a
2,1,b6379965afb460a2,93,176,4,a
0,1,39a868e6798261a9,100,131,4,a
1,1,47ae611aba115f5f,144,12,4,a
0,1,39a868e6798261a9,40,111,4,a
0,1,39a868e6798261a9,133,64,4,a
0,1,39a868e6798261a9,59,181,4,a
2,1,b6379965afb460a2,6,109,4,a
1,1,47ae611aba115f5f,191,156,4,a
2,1,b6379965afb460a2,53,157,4,a
0,1,39a868e6798261a9,85,175,4,a
0,1,39a868e6798261a9,61,56,4,a
2,1,b6379965afb460a2,202,77,4,a
0,1,39a868e6798261a9,174,166,4,a
2,1,b6379965afb460a2,99,185,4,a
2,1,b6379965afb460a2,77,202,4,a
1,1,47ae611aba115f5f,128,144,4,a
1,1,47ae611aba115f5f,15,84,4,a
1,1,47ae611aba115f5f,186,74,4,a
2,1,b6379965afb460a2,176,93,4,a
2,1,b6379965afb460a2,87,89,4,a
0,1,39a868e6798261a9,83,105,4,a
0,1,39a868e6798261a9,104,68,4,a
0,1,39a868e6798261a9,195,71,4,a
0,1,39a868e6798261a9,42,184,4,a
1,1,47ae611aba115f5f,60,47,4,a
0,1,39a868e6798261a9,38,140,4,a
1,1,47ae611aba115f5f,82,150,4,a
1,1,47ae611aba115f5f,106,173,4,a
1,1,47ae611aba115f5f,12,144,4,a
0,1,39a868e6798261a9,124,39,4,a
2,1,b6379965afb460a2,95,129,4,a
2,1,b6379965afb460a2,69,54,4,a
2,1,b6379965afb460a2,157,53,4,a
0,1,39a868e6798261a9,0,119,5,p
1,1,47ae611aba115f5f,84,191,5,p
2,1,b6379965afb460a2,176,93,5,p
0,1,39a868e6798261a9,104,59,5,p
1,1,47ae611aba115f5f,150,180,5,p
0,1,39a868e6798261a9,166,174,5,p
0,1,39a868e6798261a9,3,164,5,p
2,1,b6379965afb460a2,53,99,5,p
2,1,b6379965afb460a2,109,199,5,p
0,1,39a868e6798261a9,125,136,5,p
0,1,39a868e6798261a9,181,15,5,p
1,1,47ae611aba115f5f,156,35,5,p
1,1,47ae611aba115f5f,173,161,5,p
1,1,47ae611aba115f5f,74,186,5,p
1,1,47ae611aba115f5f,106,41,5,p
1,1,47ae611aba115f5f,41,128,5,p
0,1,39a868e6798261a9,15,44,5,p
2,1,b6379965afb460a2,88,96,5,p
0,1,39a868e6798261a9,40,201,5,p
0,1,39a868e6798261a9,3,149,5,p
0,1,39a868e6798261a9,43,139,5,p
2,1,b6379965afb460a2,77,202,5,p
1,1,47ae611aba115f5f,1,73,5,p
2,1,b6379965afb460a2,199,127,5,p
0,1,39a868e6798261a9,0,141,5,p
2,1,b6379965afb460a2,185,115,5,p
0,1,39a868e6798261a9,56,61,5,p
0,1,39a868e6798261a9,153,196,5,p
0,1,39a868e6798261a9,70,179,5,p
0,1,39a868e6798261a9,136,20,5,p
1,1,47ae611aba115f5f,1,152,5,p
2,1,b6379965afb460a2,92,87,5,p
0,1,39a868e6798261a9,20,143,5,p
0,1,39a868e6798261a9,56,121,5,p
1,1,47ae611aba115f5f,144,12,5,p
1,1,47ae611aba115f5f,1,94,5,p
1,1,47ae611aba115f5f,41,106,5,p
0,1,39a868e6798261a9,15,84,5,p
1,1,47ae611aba115f5f,94,116,5,p
0,1,39a868e6798261a9,44,58,5,p
0,1,39a868e6798261a9,162,38,5,p
0,1,39a868e6798261a9,70,158,5,p
2,1,b6379965afb460a2,54,69,5,p
0,1,39a868e6798261a9,15,134,5,p
0,1,39a868e6798261a9,179,86,5,p
0,1,39a868e6798261a9,84,112,5,p
0,1,39a868e6798261a9,20,89,5,p
0,1,39a868e6798261a9,59,104,5,p
0,1,39a868e6798261a9,124,95,5,p
0,1,39a868e6798261a9,112,66,5,p
0,1,39a868e6798261a9,68,71,5,p
2,1,b6379965afb460a2,109,133,5,p
0,1,39a868e6798261a9,38,33,5,p
0,1,39a868e6798261a9,84,72,5,p
0,1,39a868e6798261a9,177,37,5,p
2,1,b6379965afb460a2,109,6,5,p
0,1,39a868e6798261a9,89,82,5,p
0,1,39a868e6798261a9,58,150,5,p
0,1,39a868e6798261a9,111,92,5,p
2,1,b6379965afb460a2,6,157,5,p
2,1,b6379965afb460a2,192,146,5,p
