# Wed Nov 22 12:23:42 2017
#simulation with:
#SEED 1
#N_AGENTS 203
#N_USERS 200
#N_SOURCES 3
#P_a 0.025
#P_s 0.25
#dim 3
#time 100
#memorySize 1
source,timec,news,ag1,ag2,time,type
0,1,a109629f86028fb5,0,0,1,c
1,1,30a1bbfeed26d56b,1,1,1,c
2,1,ba996e7f23d7e016,2,2,1,c
1,1,30a1bbfeed26d56b,1,143,2,p
2,1,ba996e7f23d7e016,2,164,2,p
1,1,30a1bbfeed26d56b,1,85,2,p
1,1,30a1bbfeed26d56b,1,149,2,p
1,1,30a1bbfeed26d56b,1,154,2,p
2,1,ba996e7f23d7e016,2,150,2,p
1,1,30a1bbfeed26d56b,1,32,2,p
1,1,30a1bbfeed26d56b,1,159,2,p
1,1,30a1bbfeed26d56b,1,60,2,p
2,1,ba996e7f23d7e016,164,4,2,p
2,1,ba996e7f23d7e016,2,30,2,p
2,1,ba996e7f23d7e016,4,25,2,a
2,1,ba996e7f23d7e016,150,183,2,a
1,1,30a1bbfeed26d56b,154,65,2,a
2,1,ba996e7f23d7e016,164,119,2,a
1,1,30a1bbfeed26d56b,85,198,2,a
1,1,30a1bbfeed26d56b,159,102,2,a
1,1,30a1bbfeed26d56b,143,190,2,a
1,1,30a1bbfeed26d56b,32,3,2,a
2,1,ba996e7f23d7e016,30,134,2,a
1,1,30a1bbfeed26d56b,149,7,2,a
1,1,30a1bbfeed26d56b,60,193,2,a
2,1,ba996e7f23d7e016,25,32,3,p
1,1,30a1bbfeed26d56b,7,149,3,p
1,1,30a1bbfeed26d56b,7,166,3,p
1,1,30a1bbfeed26d56b,102,159,3,p
1,1,30a1bbfeed26d56b,65,154,3,p
2,1,ba996e7f23d7e016,32,50,3,p
2,1,ba996e7f23d7e016,4,164,3,p
2,1,ba996e7f23d7e016,25,4,3,p
1,1,30a1bbfeed26d56b,193,60,3,p
2,1,ba996e7f23d7e016,134,30,3,p
1,1,30a1bbfeed26d56b,198,85,3,p
1,1,30a1bbfeed26d56b,3,143,3,p
2,1,ba996e7f23d7e016,183,150,3,p
2,1,ba996e7f23d7e016,150,28,3,p
2,1,ba996e7f23d7e016,164,119,3,a
1,1,30a1bbfeed26d56b,154,65,3,a
1,1,30a1bbfeed26d56b,60,193,3,a
1,1,30a1bbfeed26d56b,159,102,3,a
1,1,30a1bbfeed26d56b,3,32,3,a
1,1,30a1bbfeed26d56b,149,7,3,a
1,1,30a1bbfeed26d56b,85,198,3,a
2,1,ba996e7f23d7e016,150,183,3,a
2,1,ba996e7f23d7e016,30,134,3,a
1,1,30a1bbfeed26d56b,166,128,3,a
0,1,a109629f86028fb5,0,174,4,p
1,1,30a1bbfeed26d56b,154,65,4,p
1,1,30a1bbfeed26d56b,154,79,4,p
1,1,30a1bbfeed26d56b,1,81,4,p
2,1,ba996e7f23d7e016,2,3,4,p
1,1,30a1bbfeed26d56b,166,136,4,p
0,1,a109629f86028fb5,0,58,4,p
1,1,30a1bbfeed26d56b,7,166,4,p
1,1,30a1bbfeed26d56b,32,8,4,p
2,1,ba996e7f23d7e016,4,164,4,p
1,1,30a1bbfeed26d56b,128,168,4,p
2,1,ba996e7f23d7e016,28,95,4,p
2,1,ba996e7f23d7e016,30,134,4,p
1,1,30a1bbfeed26d56b,81,94,4,p
2,1,ba996e7f23d7e016,95,88,4,p
2,1,ba996e7f23d7e016,2,161,4,p
1,1,30a1bbfeed26d56b,198,85,4,p
1,1,30a1bbfeed26d56b,94,148,4,p
1,1,30a1bbfeed26d56b,193,60,4,p
1,1,30a1bbfeed26d56b,1,185,4,p
1,1,30a1bbfeed26d56b,7,149,4,p
2,1,ba996e7f23d7e016,28,157,4,p
1,1,30a1bbfeed26d56b,154,144,4,p
2,1,ba996e7f23d7e016,2,167,4,p
1,1,30a1bbfeed26d56b,8,45,4,p
1,1,30a1bbfeed26d56b,79,192,4,p
1,1,30a1bbfeed26d56b,45,10,4,p
2,1,ba996e7f23d7e016,164,119,4,p
2,1,ba996e7f23d7e016,157,124,4,p
1,1,30a1bbfeed26d56b,65,154,4,p
1,1,30a1bbfeed26d56b,32,156,4,p
0,1,a109629f86028fb5,0,13,4,p
1,1,30a1bbfeed26d56b,193,11,4,p
1,1,30a1bbfeed26d56b,148,78,4,p
2,1,ba996e7f23d7e016,2,126,4,p
0,1,a109629f86028fb5,0,176,4,p
2,1,ba996e7f23d7e016,28,98,4,p
1,1,30a1bbfeed26d56b,8,61,4,p
2,1,ba996e7f23d7e016,134,30,4,p
1,1,30a1bbfeed26d56b,32,19,4,p
