# Wed Nov 22 12:07:04 2017
#simulation with:
#SEED 1
#N_AGENTS 203
#N_USERS 200
#N_SOURCES 3
#P_a 0.025
#P_s 0.25
#dim 3
#time 100
#memorySize 1
source,timec,news,ag1,ag2,time,type
1,1,60a0ebaf69c1d5da,1,1,1,c
2,1,99f3bf08a211039b,2,2,1,c
0,1,1b205dd87b251765,0,0,1,c
0,1,1b205dd87b251765,0,172,2,p
0,1,1b205dd87b251765,0,37,2,p
0,1,1b205dd87b251765,0,109,2,p
0,1,1b205dd87b251765,0,66,2,p
2,1,99f3bf08a211039b,2,140,2,p
0,1,1b205dd87b251765,66,128,2,p
1,1,60a0ebaf69c1d5da,1,54,2,p
2,1,99f3bf08a211039b,2,131,2,p
1,1,60a0ebaf69c1d5da,1,169,2,p
0,1,1b205dd87b251765,109,25,2,a
0,1,1b205dd87b251765,37,145,2,a
2,1,99f3bf08a211039b,140,141,2,a
0,1,1b205dd87b251765,128,108,2,a
2,1,99f3bf08a211039b,131,13,2,a
0,1,1b205dd87b251765,66,94,2,a
1,1,60a0ebaf69c1d5da,54,92,2,a
1,1,60a0ebaf69c1d5da,169,30,2,a
0,1,1b205dd87b251765,172,108,2,a
0,1,1b205dd87b251765,94,66,3,p
2,1,99f3bf08a211039b,141,140,3,p
1,1,60a0ebaf69c1d5da,68,54,3,p
0,1,1b205dd87b251765,145,37,3,p
1,1,60a0ebaf69c1d5da,30,169,3,p
2,1,99f3bf08a211039b,13,131,3,p
0,1,1b205dd87b251765,25,109,3,p
1,1,60a0ebaf69c1d5da,30,77,3,p
0,1,1b205dd87b251765,108,172,3,p
0,1,1b205dd87b251765,66,128,3,p
0,1,1b205dd87b251765,109,25,3,a
0,1,1b205dd87b251765,25,155,3,a
0,1,1b205dd87b251765,128,108,3,a
1,1,60a0ebaf69c1d5da,169,30,3,a
0,1,1b205dd87b251765,172,108,3,a
2,1,99f3bf08a211039b,140,141,3,a
2,1,99f3bf08a211039b,131,13,3,a
0,1,1b205dd87b251765,37,145,3,a
1,1,60a0ebaf69c1d5da,77,125,3,a
1,1,60a0ebaf69c1d5da,1,28,4,p
1,1,60a0ebaf69c1d5da,1,78,4,p
2,1,99f3bf08a211039b,2,22,4,p
0,1,1b205dd87b251765,109,25,4,p
1,1,60a0ebaf69c1d5da,30,169,4,p
1,1,60a0ebaf69c1d5da,1,35,4,p
1,1,60a0ebaf69c1d5da,77,100,4,p
2,1,99f3bf08a211039b,141,140,4,p
1,1,60a0ebaf69c1d5da,1,31,4,p
2,1,99f3bf08a211039b,2,19,4,p
2,1,99f3bf08a211039b,2,52,4,p
2,1,99f3bf08a211039b,13,162,4,p
2,1,99f3bf08a211039b,13,131,4,p
0,1,1b205dd87b251765,0,14,4,p
0,1,1b205dd87b251765,0,84,4,p
0,1,1b205dd87b251765,0,175,4,p
0,1,1b205dd87b251765,66,150,4,p
1,1,60a0ebaf69c1d5da,1,112,4,p
0,1,1b205dd87b251765,0,165,4,p
0,1,1b205dd87b251765,25,155,4,p
0,1,1b205dd87b251765,66,128,4,p
2,1,99f3bf08a211039b,162,8,4,p
0,1,1b205dd87b251765,175,167,4,p
1,1,60a0ebaf69c1d5da,35,124,4,p
2,1,99f3bf08a211039b,2,110,4,p
1,1,60a0ebaf69c1d5da,77,30,4,p
2,1,99f3bf08a211039b,2,129,4,p
1,1,60a0ebaf69c1d5da,124,29,4,p
